epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,467.983,3.05485,3.73605,4.22768,0.00245,0.64103,0.05541,0.01163,2.70468,4.18437,4.15888,0.00014,0.00014,0.00014
2,1147.33,2.98522,3.66604,4.17103,0.00255,0.66667,0.04081,0.0065,2.71283,4.17971,4.15638,0.0002406,0.0002406,0.0002406
